Table,Column,Type,Size,Description
ObservationGroup,RowVersionNumber,int,,Row Version Number
ObservationGroup,ShowOnAccountTabForPatientCondition_ID,bigint,,Reference to ShowOnAccountTabForPatientCondition
ObservationGroup,ShowOnAssessmentTabForPatientCondition_ID,bigint,,Reference to ShowOnAssessmentTabForPatientCondition
ObservationGroup,ShowOnAssessmentTabForStaffCondition_ID,bigint,,Reference to ShowOnAssessmentTabForStaffCondition
ObservationGroup,ShowOnCommunityPortalPatientPageForPatientCondition_ID,bigint,,Reference to ShowOnCommunityPortalPatientPageForPatientCondition
ObservationGroup,ShowOnCommunityPortalUserPageForPatientCondition_ID,bigint,,Reference to ShowOnCommunityPortalUserPageForPatientCondition
ObservationGroup,ShowOnCommunityPortalUserPageForStaffCondition_ID,bigint,,Reference to ShowOnCommunityPortalUserPageForStaffCondition
ObservationGroup,ShowOnDocumentationTabForPatientCondition_ID,bigint,,Reference to ShowOnDocumentationTabForPatientCondition
ObservationGroup,ShowOnDocumentationTabForStaffCondition_ID,bigint,,Reference to ShowOnDocumentationTabForStaffCondition
ObservationGroup,ShowOnObservationsForPatientCondition_ID,bigint,,Reference to ShowOnObservationsForPatientCondition
ObservationGroup,ShowOnTreatmentTabForPatientCondition_ID,bigint,,Reference to ShowOnTreatmentTabForPatientCondition
ObservationGroup,ShowOnTreatmentTabForStaffCondition_ID,bigint,,Reference to ShowOnTreatmentTabForStaffCondition
ObservationGroup,ShowPatientEducationForPatientCondition_ID,bigint,,Reference to ShowPatientEducationForPatientCondition
ObservationGroup,SignatureLockOption,int,,Signature Lock Option
ObservationGroup,StandardCode,varchar,20,Standard Code
ObservationGroup,TableInitialRows,int,,Table Initial Rows
ObservationGroup,TableMaxRows,int,,Table Max Rows
ObservationGroup,TableOrderCondition_ID,bigint,,Reference to TableOrderCondition
ObservationGroup,TableOrderRowName,varchar,100,Table Order Row Name
ObservationGroup,TablePreventDeleteOfExistingRowsCondition_ID,bigint,,Reference to TablePreventDeleteOfExistingRowsCondition
ObservationGroup,TablePreventUpdateOfExistingRowsCondition_ID,bigint,,Reference to TablePreventUpdateOfExistingRowsCondition
ObservationGroup,TableRowNames,varchar,2000,Table Row Names
ObservationGroup,TableShowRowsInReverseOrder,bool,,Is Table Show Rows In Reverse Order?
ObservationGroup,TableUseNumberedRows,bool,,Is Table Use Numbered Rows?
ObservationGroup,TreatmentTabOrder,int,,Treatment Tab Order
ObservationGroup,UseForDisplayGrouping,bool,,Is Use For Display Grouping?
ObservationGroup,WarningMinutes,int,,Warning Minutes
ObservationGroup,WitnessIntervalCondition_ID,bigint,,Reference to WitnessIntervalCondition
ObservationGroup,WitnessStaffCondition_ID,bigint,,Reference to WitnessStaffCondition

ObservationGroupCategory,,,,Observation Group Category
ObservationGroupCategory,Category,varchar,50,Category
ObservationGroupCategory,ObservationGroup_ID,bigint,,Reference to ObservationGroup
ObservationGroupCategory,ObservationGroupCategory_ID,bigint,,ID for ObservationGroupCategory
ObservationGroupCategory,RowVersionNumber,int,,Row Version Number
ObservationGroupCategory,SortOrder,int,,Sort Order

ObservationGroupFacility,,,,Observation Group Facility
ObservationGroupFacility,Facility_ID,bigint,,Reference to Facility
ObservationGroupFacility,ObservationGroup_ID,bigint,,Reference to ObservationGroup
ObservationGroupFacility,ObservationGroupFacility_ID,bigint,,ID for ObservationGroupFacility
ObservationGroupFacility,RowVersionNumber,int,,Row Version Number

ObservationGroupItem,,,,Observation Group Item
ObservationGroupItem,ActiveHomeMedsOnly,bool,,Is Active Home Meds Only?
ObservationGroupItem,ActiveItemsOnly,bool,,Is Active Items Only?
ObservationGroupItem,AllowCopyLast,bool,,Is Allow Copy Last?
ObservationGroupItem,AllowDocumentEditAfterSign,bool,,Is Allow Document Edit After Sign?
ObservationGroupItem,AllowSetForAll,bool,,Is Allow Set For All?
ObservationGroupItem,AllowUseLast,bool,,Is Allow Use Last?
ObservationGroupItem,AllowUseLastForHours,numeric,,Allow Use Last For Hours
ObservationGroupItem,AlwaysDisplayIfDocumented,bool,,Is Always Display If Documented?
ObservationGroupItem,AlwaysUseLast,bool,,Is Always Use Last?
ObservationGroupItem,BackColor,varchar,30,Back Color
ObservationGroupItem,CSSClass,varchar,50,CSS Class
ObservationGroupItem,DateModified,datetime,,Date Modified
ObservationGroupItem,DefaultFromObservation_ID,bigint,,Reference to DefaultFromObservation
ObservationGroupItem,DefaultFromObservationCondition_ID,bigint,,Reference to DefaultFromObservationCondition
ObservationGroupItem,DefaultToLastObservation,bool,,Is Default To Last Observation?
ObservationGroupItem,DefaultToLastObservationDays,int,,Default To Last Observation Days
ObservationGroupItem,DiagnosisClassification,varchar,20,Diagnosis Classification
ObservationGroupItem,DiagnosisCondition_ID,bigint,,Reference to DiagnosisCondition
ObservationGroupItem,DiagnosisType,varchar,20,Diagnosis Type
ObservationGroupItem,ForEachProblemCondition_ID,bigint,,Reference to ForEachProblemCondition
ObservationGroupItem,ForeColor,varchar,30,Fore Color
ObservationGroupItem,ImageHeight,int,,Image Height
ObservationGroupItem,ImageName,varchar,200,Image Name
ObservationGroupItem,ImageWidth,int,,Image Width
ObservationGroupItem,InterventionCondition_ID,bigint,,Reference to InterventionCondition
ObservationGroupItem,ItemHeight,int,,Item Height
ObservationGroupItem,ItemLine,varchar,10,Item Line
ObservationGroupItem,ItemMessage,varchar,,Item Message
ObservationGroupItem,ItemName,varchar,2000,Item Name
ObservationGroupItem,ItemNameDisplayWidth,int,,Item Name Display Width
ObservationGroupItem,ItemObservationGroup_ID,bigint,,Reference to ItemObservationGroup
ObservationGroupItem,ItemSortOrder,int,,Item Sort Order
ObservationGroupItem,ItemType,int,,Item Type
ObservationGroupItem,NotesNameDisplayWidth,int,,Notes Name Display Width
ObservationGroupItem,NotesValueControlWidth,int,,Notes Value Control Width
ObservationGroupItem,Observation_ID,bigint,,Reference to Observation
ObservationGroupItem,ObservationGroup_ID,bigint,,Reference to ObservationGroup
ObservationGroupItem,ObservationGroupItem_ID,bigint,,ID for ObservationGroupItem
ObservationGroupItem,olditemsortorder,int,,olditemsortorder
ObservationGroupItem,PatientDisplay_ID,bigint,,Reference to PatientDisplay
ObservationGroupItem,ReportFile,varchar,200,Report File
ObservationGroupItem,RequiredCondition_ID,bigint,,Reference to RequiredCondition
ObservationGroupItem,RequiredDependentOnObservation_ID,bigint,,Reference to RequiredDependentOnObservation
ObservationGroupItem,RequiredForStaffCondition_ID,bigint,,Reference to RequiredForStaffCondition
ObservationGroupItem,RowVersionNumber,int,,Row Version Number
ObservationGroupItem,Rule_ID,bigint,,Reference to Rule
ObservationGroupItem,ShowAdmissionMeds,bool,,Is Show Admission Meds?
ObservationGroupItem,ShowAncillaryOrders,bool,,Is Show Ancillary Orders?
ObservationGroupItem,ShowBeginDateTime,datetime,,Show Begin Date Time
ObservationGroupItem,ShowComments,bool,,Is Show Comments?
ObservationGroupItem,ShowCondition_ID,bigint,,Reference to ShowCondition
ObservationGroupItem,ShowDiagnoses,bool,,Is Show Diagnoses?
ObservationGroupItem,ShowDischargeMeds,bool,,Is Show Discharge Meds?
ObservationGroupItem,ShowEndDateTime,datetime,,Show End Date Time
ObservationGroupItem,ShowHomeMeds,bool,,Is Show Home Meds?
ObservationGroupItem,ShowInpatientMeds,bool,,Is Show Inpatient Meds?
ObservationGroupItem,ShowInterventions,bool,,Is Show Interventions?
ObservationGroupItem,ShowLastObservation,bool,,Is Show Last Observation?
ObservationGroupItem,ShowOnlyWhenBrowsing,bool,,Is Show Only When Browsing?
ObservationGroupItem,ShowOnlyWhenEditing,bool,,Is Show Only When Editing?
ObservationGroupItem,ShowProblems,bool,,Is Show Problems?
ObservationGroupItem,ShowTrending,bool,,Is Show Trending?
ObservationGroupItem,SkipWhenTabbing,bool,,Is Skip When Tabbing?
ObservationGroupItem,TextAlignment,int,,Text Alignment
ObservationGroupItem,TreatmentShowProblemsOnly,bool,,Is Treatment Show Problems Only?
ObservationGroupItem,TreatmentShowProgress,bool,,Is Treatment Show Progress?
ObservationGroupItem,TreatmentShowStatus,bool,,Is Treatment Show Status?
ObservationGroupItem,UseSimpleHomeMedOrderEntry,bool,,Is Use Simple Home Med Order Entry?
ObservationGroupItem,ValueCondition_ID,bigint,,Reference to ValueCondition
ObservationGroupItem,ValueControlWidth,int,,Value Control Width
ObservationGroupItem,WebHeightStyle,varchar,200,Web Height Style

ObservationGroupRequirement,,,,Observation Group Requirement
ObservationGroupRequirement,InitialHours,decimal,"10,2",Initial Hours
ObservationGroupRequirement,ObservationGroup_ID,bigint,,Reference to ObservationGroup
ObservationGroupRequirement,ObservationGroupRequirement_ID,bigint,,ID for ObservationGroupRequirement
ObservationGroupRequirement,PatientBaseDateField,int,,Patient Base Date Field
ObservationGroupRequirement,PatientCondition_ID,bigint,,Reference to PatientCondition
ObservationGroupRequirement,RepeatEveryShift,bool,,Is Repeat Every Shift?
ObservationGroupRequirement,RepeatHours,decimal,"10,2",Repeat Hours
ObservationGroupRequirement,RowVersionNumber,int,,Row Version Number
ObservationGroupRequirement,SortOrder,int,,Sort Order

ObservationGroupRequirementPCU,,,,Observation Group Requirement PCU
ObservationGroupRequirementPCU,ObservationGroupRequirement_ID,bigint,,Reference to ObservationGroupRequirement
ObservationGroupRequirementPCU,ObservationGroupRequirementPCU_ID,bigint,,ID for ObservationGroupRequirementPCU
ObservationGroupRequirementPCU,PCU_ID,bigint,,Reference to PCU
ObservationGroupRequirementPCU,RowVersionNumber,int,,Row Version Number

ObservationIdentifier,,,,Observation Identifier
ObservationIdentifier,Code,varchar,50,Code
ObservationIdentifier,CodingSystem,varchar,20,Coding System
ObservationIdentifier,Observation_ID,bigint,,Reference to Observation
ObservationIdentifier,ObservationIdentifier_ID,bigint,,ID for ObservationIdentifier
ObservationIdentifier,RowVersionNumber,int,,Row Version Number

ObservationPendingSignature,,,,Observation Pending Signature
ObservationPendingSignature,ObservationPendingSignature_ID,bigint,,ID for ObservationPendingSignature
ObservationPendingSignature,RowVersionNumber,int,,Row Version Number
ObservationPendingSignature,Staff_ID,bigint,,Reference to Staff
ObservationPendingSignature,Urgent,bool,,Is Urgent?
ObservationPendingSignature,VisitObservation_ID,bigint,,Reference to VisitObservation

ObservationReason,,,,Observation Reason
ObservationReason,ObservationReason_ID,bigint,,ID for ObservationReason
ObservationReason,ReasonCode,varchar,20,Reason Code
ObservationReason,ReasonCodingSystem,varchar,10,Reason Coding System
ObservationReason,ReasonText,varchar,2000,Reason Text
ObservationReason,RowVersionNumber,int,,Row Version Number
ObservationReason,VisitObservationSet_ID,bigint,,Reference to VisitObservationSet

OccurrenceStaff,,,,Occurrence Staff
OccurrenceStaff,EventOccurrence_ID,bigint,,Reference to EventOccurrence
OccurrenceStaff,OccurrenceStaff_ID,bigint,,ID for OccurrenceStaff
OccurrenceStaff,RowVersionNumber,int,,Row Version Number
OccurrenceStaff,Staff_ID,bigint,,Reference to Staff

OccurrenceVisit,,,,Occurrence Visit
OccurrenceVisit,AttendanceComments,varchar,,Attendance Comments
OccurrenceVisit,AttendanceStatus,varchar,20,Attendance Status
OccurrenceVisit,EventOccurrence_ID,bigint,,Reference to EventOccurrence
OccurrenceVisit,OccurrenceVisit_ID,bigint,,ID for OccurrenceVisit
OccurrenceVisit,PatientAccountedForTime,datetime,,Patient Accounted For Time
OccurrenceVisit,PatientVisit_ID,bigint,,Reference to PatientVisit
OccurrenceVisit,RowVersionNumber,int,,Row Version Number

OrderClarification,,,,Order Clarification
OrderClarification,ClarificationMessage,varchar,2000,Clarification Message
OrderClarification,ClarificationTypeCode,varchar,20,Clarification Type Code
OrderClarification,Closed,bool,,Is Closed?
OrderClarification,Order_ID,bigint,,Reference to Order
OrderClarification,OrderClarification_ID,bigint,,ID for OrderClarification
OrderClarification,RequestedAtTime,datetime,,Requested At Time
OrderClarification,RequestedByStaff_ID,bigint,,Reference to RequestedByStaff
OrderClarification,ResponseByStaff_ID,bigint,,Reference to ResponseByStaff
OrderClarification,ResponseMessage,varchar,2000,Response Message
OrderClarification,ResponseTime,datetime,,Response Time
OrderClarification,RowVersionNumber,int,,Row Version Number

OrderComponent,,,,Order Component
OrderComponent,_Form,varchar,30,denormalized Form
OrderComponent,_UnitsPerDose,decimal,"15,5",denormalized Units Per Dose
OrderComponent,Comments,varchar,2000,Comments
OrderComponent,ComponentAmountMax,decimal,"15,5",Component Amount Max
OrderComponent,ComponentAmountMin,decimal,"15,5",Component Amount Min
OrderComponent,ComponentCode,varchar,15,Component Code
OrderComponent,ComponentCodingSystem,varchar,10,Component Coding System
OrderComponent,ComponentFrequency,varchar,20,Component Frequency
OrderComponent,ComponentSequence,int,,Component Sequence
OrderComponent,ComponentText,varchar,100,Component Text
OrderComponent,ComponentType,bool,,Is Component Type?
OrderComponent,ComponentUnits,varchar,30,Component Units
OrderComponent,DispenseAsWritten,bool,,Is Dispense As Written?
OrderComponent,DispenseQuantity,decimal,"15,5",Dispense Quantity
OrderComponent,DispenseQuantityUnits,varchar,30,Dispense Quantity Units
OrderComponent,DoseText,varchar,50,Dose Text
OrderComponent,ExternalSystemDrugID,varchar,20,External System Drug ID
OrderComponent,FreeTextDEA,bool,,Is Free Text DEA?
OrderComponent,InterchangeOrderComponent_ID,bigint,,Reference to InterchangeOrderComponent
OrderComponent,InterchangeSortID,int,,Interchange Sort ID
OrderComponent,MEDICS_PAR,varchar,3,MEDICS _PAR
OrderComponent,Order_ID,bigint,,Reference to Order
OrderComponent,OrderComponent_ID,bigint,,ID for OrderComponent
OrderComponent,OrderedBrandName,varchar,80,Ordered Brand Name
OrderComponent,PrescribedDoseText,varchar,50,Prescribed Dose Text
OrderComponent,RowVersionNumber,int,,Row Version Number

OrderEPrescribeStatus,,,,Order E Prescribe Status
OrderEPrescribeStatus,EPrescribeMessage,varchar,2000,E Prescribe Message
OrderEPrescribeStatus,EPrescribeMessageID,varchar,35,E Prescribe Message ID
OrderEPrescribeStatus,EPrescribeStatus,varchar,50,E Prescribe Status
OrderEPrescribeStatus,FieldsChanged,varchar,,Fields Changed
OrderEPrescribeStatus,MessageDocumentText,varchar,,Message Document Text
OrderEPrescribeStatus,MostRecent,bool,,Is Most Recent?
OrderEPrescribeStatus,Order_ID,bigint,,Reference to Order
OrderEPrescribeStatus,OrderEPrescribeStatus_ID,bigint,,ID for OrderEPrescribeStatus
OrderEPrescribeStatus,RowVersionNumber,int,,Row Version Number
OrderEPrescribeStatus,StatusDateTime,datetime,,Status Date Time

OrderField,,,,Order Field
OrderField,FieldValue,varchar,1000,Field Value
OrderField,Order_ID,bigint,,Reference to Order
OrderField,OrderField_ID,bigint,,ID for OrderField
OrderField,RowVersionNumber,int,,Row Version Number
OrderField,UserDefinedField_ID,bigint,,Reference to UserDefinedField

OrderIndication,,,,Order Indication
OrderIndication,IndicationCode,varchar,50,Indication Code
OrderIndication,IndicationCodingSystem,varchar,10,Indication Coding System
OrderIndication,IndicationText,varchar,200,Indication Text
OrderIndication,IsPRNPrecondition,bool,,Is Is PRN Precondition?
OrderIndication,Order_ID,bigint,,Reference to Order
OrderIndication,OrderIndication_ID,bigint,,ID for OrderIndication
OrderIndication,RowVersionNumber,int,,Row Version Number
OrderIndication,VisitProblem_ID,bigint,,Reference to VisitProblem

OrderItem,,,,Order Item
OrderItem,Active,bool,,Is Active?
OrderItem,Aliases,varchar,2000,Aliases
OrderItem,Charge,decimal,"10,2",Charge
OrderItem,ChargeFormulaAddedFee,decimal,"10,2",Charge Formula Added Fee
OrderItem,ChargeFormulaCostMultiplier,decimal,"10,3",Charge Formula Cost Multiplier
OrderItem,Classification,varchar,200,Classification
OrderItem,ContainerType,varchar,100,Container Type
OrderItem,Cost,decimal,"10,2",Cost
OrderItem,Duration,int,,Duration
OrderItem,DurationUnits,varchar,10,Duration Units
OrderItem,ExternalChargeNumber,varchar,20,External Charge Number
